"UID","Rec","Name","Inf","AT Apps","AT Gls","Salary","Min Fee Rls","Pas %","Str","xG"
2000294239,"- -  -","Riccardo Radu","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000288931,"- -  -","Mark Hérinirainy","Yth","-","-","$3,900 p/a","-","-",7,"-"
2000192161,"- -  -","Lilian Bonnin","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000124322,"- -  -","Simone Cinquegrano","","-","-","$26,500 p/a","-","-",9,"-"
2000098515,"- -  -","Samo Matjaz","","-","-","$25,000 p/a","-","-",7,"-"
2000135425,"- -  -","Niccolò Crecco","Yth","-","-","$14,250 p/a","-","-",7,"-"
55077645,"- -  -","Pedro Rochate","","-","-","N/A","-","-",11,"-"
2000097926,"- -  -","Fabrizio Marazzotti","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000303765,"- -  -","Yann Llahona","Yth","-","-","$3,900 p/a","-","-",3,"-"
2000103891,"- -  -","Michele Deriu","Trn","-","-","$14,250 p/a","-","-",4,"-"
2000294460,"- -  -","Giovanni García","","-","-","$16,000 p/a","$83K","-",4,"-"
2000055189,"- -  -","Marco Bevilacqua","Trn","21","-","$14,250 p/a","-","-",9,"-"
2000269022,"- -  -","Eliot Thelen","Yth","-","-","$3,900 p/a","-","-",3,"-"
2000330601,"- -  -","Edoardo Morucci","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000330596,"- -  -","Francesco Panico","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000102241,"- -  -","Mario Dell'Acqua","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000330588,"- -  -","Emanuele Tesauro","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000269017,"- -  -","César Obongo","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000210588,"- -  -","Oliver Sweeney","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000269015,"- -  -","Illyes El Yansli","Yth","-","-","$5,250 p/a","-","-",6,"-"
2000210575,"- -  -","Sonny Pickup","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000269010,"- -  -","Oğuzhan Aydın","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000243283,"- -  -","Riccardo Corradino","Yth","15","2","$14,250 p/a","-","-",5,"-"
2000295500,"- -  -","Abdou Fanne Drame","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000098044,"- -  -","Claudio Turi","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000238356,"- -  -","David Pérez","","-","-","$16,000 p/a","$150K","-",4,"-"
2000128983,"- -  -","Alieu Eybi Njie","","-","-","$22,500 p/a","-","-",7,"-"
2000330149,"- -  -","Jean Fiore","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000329855,"- -  -","Jean Luc","","-","-","$16,000 p/a","$225K","-",5,"-"
2000128425,"- -  -","Noa Olivon","Yth","-","-","$5,250 p/a","-","-",7,"-"
2000329594,"- -  -","Antonio Susini","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000145302,"- -  -","Candas Fiogbe","","-","-","$22,500 p/a","-","-",8,"-"
2000328963,"- -  -","Bogdan Popov","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000243518,"- -  -","Matteo Guendez","Yth","-","-","$5,250 p/a","-","-",1,"-"
2000128334,"- -  -","Dorian Pieroni","Yth","-","-","$6,500 p/a","-","-",4,"-"
2000098045,"- -  -","Mario Vilardi","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000195271,"- -  -","Ibrahim Gomis","Yth","-","-","$6,500 p/a","-","-",6,"-"
2000334936,"- -  -","Davide Alfano","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000209239,"- -  -","Andrea De Bonis","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000297050,"- -  -","Mathieu Buffard","Yth","-","-","$3,900 p/a","-","-",8,"-"
2000334196,"- -  -","Leonardo Vitale","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000297053,"- -  -","Ethan Chanté","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000297055,"- -  -","Mustapha Sissoko","Yth","-","-","$3,900 p/a","-","-",9,"-"
2000297058,"- -  -","Guy Noël Zohouri","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000297060,"- -  -","Enzo Koffi","Wnt","-","-","$5,250 p/a","-","-",4,"-"
2000326988,"- -  -","Joris Touboui-Bi","Yth","-","-","$3,900 p/a","-","-",4,"-"
2000325807,"- -  -","Noé Fleck","Yth","-","-","$3,900 p/a","-","-",4,"-"
2000184138,"- -  -","Lapo Deli","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000098248,"- -  -","Marco Nazzaro","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000185934,"- -  -","Rayan El Djebali","Yth","-","-","$5,250 p/a","-","-",1,"-"
2000206432,"- -  -","Ilhan Fakili","Yth","-","-","$5,250 p/a","-","-",2,"-"
2000206430,"- -  -","Elhadj Koné","Yth","-","-","$5,250 p/a","-","-",6,"-"
2000206427,"- -  -","Ibrahim Coulibaly","Yth","-","-","$5,250 p/a","-","-",7,"-"
2000288309,"- -  -","Owen Calder","","-","-","$16,250 p/a","-","-",6,"-"
2000206333,"- -  -","Dylan Rustico","Yth","-","-","$5,250 p/a","-","-",6,"-"
2000322717,"- -  -","Ferreira","Yth","1","1","$3,600 p/a","-","88%",14,"0.44"
2000322395,"- -  -","Djimiro Pietersz","Yth","-","-","$6,250 p/a","-","-",4,"-"
2000187044,"- -  -","Luca Barani","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000187052,"- -  -","Luca Lattanzi","Trn","1","-","$14,250 p/a","-","88%",6,"0.18"
2000298473,"- -  -","Marvellous Opuoru","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000334080,"- -  -","Raffaele Maria Di Costanzo","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000298475,"- -  -","Francesco Albertini","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000126391,"- -  -","Sofiane Achour","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000298507,"- -  -","Luca Del Forno","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000298535,"- -  -","Mathis Mout","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000285679,"- -  -","Vernon Masara","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000335100,"- -  -","Anthony Kenneth Mensah","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000328169,"- -  -","Yehor Kalenychenko","Trn","-","-","$3,600 p/a","-","-",3,"-"
2000285688,"- -  -","Oliver Pimlott","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000300130,"- -  -","Carlos Colomer","","-","-","$16,000 p/a","$110K","-",3,"-"
2000300132,"- -  -","Sergio Recio","","-","-","$16,000 p/a","$105K","-",5,"-"
2000124710,"- -  -","Leonardo Bovo","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000120291,"- -  -","Diego Marcolini","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000334047,"- -  -","Carlo Caprotti","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000246890,"- -  -","Lorenzo Venturino","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000287147,"- -  -","Zalán Kugyela","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000333084,"- -  -","Ernestas Lysionok","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000314214,"- -  -","Kader Kone","Yth","-","-","$7,500 p/a","-","-",5,"-"
2000188236,"- -  -","Clément Pujos","Yth","-","-","$5,250 p/a","-","-",6,"-"
2000205555,"- -  -","Mohamed Soumah","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000157295,"- -  -","Jacopo Sardo","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000103852,"- -  -","Riyad Idrissi","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000278408,"- -  -","Tommaso Proromo","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000300295,"- -  -","Mohamed Sissako","Yth","-","-","$5,250 p/a","-","-",7,"-"
2000300303,"- -  -","Isaac Monnier","Yth","-","-","$3,900 p/a","-","-",7,"-"
2000300330,"- -  -","Max Denis","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000098802,"- -  -","Daniel Theiner","","-","-","$26,000 p/a","-","-",11,"-"
2000158052,"- -  -","Sammi Davis","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000333018,"- -  -","Piergiorgio Bonanno","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000158318,"- -  -","Artem Arutyunov","Wnt","-","-","$17,750 p/a","-","-",5,"-"
2000333017,"- -  -","Tommaso Masoni","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000188628,"- -  -","Lony Huth","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000188631,"- -  -","Rakane Naceur","Yth","-","-","$5,250 p/a","-","-",10,"-"
2000312683,"- -  -","Kabangu Alex Teixeira","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000312629,"- -  -","Denyor Cicilia","Yth","-","-","$5,500 p/a","-","-",5,"-"
2000192273,"- -  -","Julien Pastorelli","Yth","-","-","$5,250 p/a","-","-",6,"-"
2000188740,"- -  -","Ethan Schulz","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000280628,"- -  -","Denis Cruces","","-","-","$2,100 p/a","$93K","-",3,"-"
2000332961,"- -  -","Alessio Chiaverini","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000334675,"- -  -","Eugenio Coiro","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000334673,"- -  -","Cristian Bianchi","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000332941,"- -  -","Vittorio Viti","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000160432,"- -  -","Denis Mikhailov","","22","1","$14,500 p/a","-","-",2,"-"
2000183553,"- -  -","Abdullo Djebov","","-","-","$20,500 p/a","-","-",6,"-"
2000024710,"- -  -","Simone Barsi","Trn","-","-","$45,000 p/a","-","-",8,"-"
2000024719,"- -  -","Riccardo Fini","","-","-","$24,500 p/a","-","-",8,"-"
2000332660,"- -  -","Hugo Busto","Yth","-","-","$3,600 p/a","$215K","-",8,"-"
2000332642,"- -  -","Valentino Raca","","-","-","$4,800 p/a","$130K","-",7,"-"
2000332640,"- -  -","Carlos Boga","","-","-","$2,500 p/a","$98K","-",3,"-"
2000103966,"- -  -","Marco De Crescenzo","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000106341,"- -  -","Muhammad Adam","Frt","1","1","$19,500 p/a","-","85%",5,"0.02"
2000198726,"- -  -","I-lani Edwards","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000293199,"- -  -","Ben Brannan","","1","-","$16,250 p/a","-","83%",5,"0.00"
2000104469,"- -  -","Liam Parker","Trn","4","-","$16,750 p/a","-","-",7,"-"
2000098493,"- -  -","Davide Cattaneo","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000146636,"- -  -","João Gonçalinho","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000184137,"- -  -","Raffaele Cuomo","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000217524,"- -  -","Mamadou Baldé","Yth","5","-","$14,250 p/a","-","-",5,"-"
2000189652,"- -  -","Thomas Hatton","","-","-","$22,500 p/a","-","-",2,"-"
2000098027,"- -  -","Luigi D'Avino","Yth","-","-","$14,250 p/a","-","-",9,"-"
2000084675,"- -  -","Birkir Jakob Jónsson","","-","-","$22,500 p/a","-","-",8,"-"
2000058096,"- -  -","Alessandro Abbenante","","-","-","$23,500 p/a","-","-",11,"-"
2000189650,"- -  -","Aidan Cannon","","-","-","$22,500 p/a","-","-",4,"-"
2000096281,"- -  -","Carlo Mignani","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000309011,"- -  -","Jay Williams","Yth","-","-","$14,250 p/a","-","-",14,"-"
2000148298,"- -  -","Johnny Armstrong","","3","-","N/A","-","-",4,"-"
2000309009,"- -  -","Josh Salmon","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000332494,"- -  -","Leonardo Boi","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000271660,"- -  -","Lorenzo Biagioni","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000104452,"- -  -","Pedro Sanca","","-","-","$65,000 p/a","-","-",6,"-"
2000096279,"- -  -","Mirko Elia","Wnt","-","-","$14,250 p/a","-","-",10,"-"
2000309007,"- -  -","Ryan Carroll","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000179127,"- -  -","Stanislav Lapinskiy","","-","-","$17,750 p/a","-","-",10,"-"
2000198535,"- -  -","Ryan Owusu","Yth","-","-","$5,250 p/a","-","-",8,"-"
2000308668,"- -  -","Benjamin Casparij","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000331882,"- -  -","Lorenzo Pracek","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000185032,"- -  -","Jack Holman","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000184403,"- -  -","Martin Parilla","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000184396,"- -  -","Mattia Bernardello","Wnt","-","-","$14,250 p/a","-","-",5,"-"
2000141561,"- -  -","Jon Yeabsera Landa","","-","-","$16,000 p/a","$300K","-",4,"-"
2000199177,"- -  -","Jayden Prunty","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000331752,"- -  -","Rocco Di Vito","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000331674,"- -  -","Emanuele Spalletta","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000189568,"- -  -","Kyle Thomson","","-","-","$13,000 p/a","-","-",4,"-"
2000308046,"- -  -","Xabi Garín","","-","-","$19,500 p/a","$135K","-",4,"-"
2000311540,"- -  -","Daniel Budesca","","8","-","$16,000 p/a","$80K","-",6,"-"
2000290798,"- -  -","Kéfren Ali","Yth","-","-","$3,900 p/a","-","-",4,"-"
2000091908,"- -  -","Lorenzo Sangiorgio","","70","13","$25,500 p/a","-","90%",6,"0.13"
2000335352,"- -  -","Domenico Caliò","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000332568,"- -  -","Filippo Minucelli","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000098264,"- -  -","Francesco Corradini","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000189557,"- -  -","Adam McMillan","","-","-","$7,250 p/a","-","-",3,"-"
2000140968,"- -  -","Caelan Avenall","","-","-","$32,500 p/a","-","-",8,"-"
2000216061,"- -  -","Jonathan Baba","Yth","-","-","$3,900 p/a","-","-",12,"-"
2000184410,"- -  -","Filippo Mencaraglia","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000122056,"- -  -","Ilan Ihaddadene","Yth","-","-","$6,500 p/a","-","-",5,"-"
2000189326,"- -  -","Sebastiano Di Paolo","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000189323,"- -  -","Alessio Raballo","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000189320,"- -  -","Christian Sardo","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000214779,"- -  -","Giacomo Barbaro","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000121626,"- -  -","Igor Amerighi","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000291077,"- -  -","Rhys Dargie","","-","-","$13,750 p/a","-","-",5,"-"
2000291080,"- -  -","Ronan Ferns","","-","-","$13,750 p/a","-","-",6,"-"
2000273319,"- -  -","Eduardo Santiago","","-","-","$2,700 p/a","$94K","-",7,"-"
2000335405,"- -  -","Andrea Iovine","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000025308,"- -  -","Christian Biagetti","","-","-","$27,000 p/a","-","-",9,"-"
2000294201,"- -  -","Bamir Sadiku","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000305713,"- -  -","Pierre Sanchez","Yth","-","-","$3,900 p/a","-","-",9,"-"
2000122040,"- -  -","Robin Pages","Yth","-","-","$6,500 p/a","-","-",9,"-"
2000183047,"- -  -","Edoardo Colzani","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000305266,"- -  -","David Cabrelli","","-","-","$6,500 p/a","-","-",1,"-"
2000291103,"- -  -","Robert Rachwał","","-","-","$13,750 p/a","-","-",4,"-"
2000147386,"- -  -","Callum Lamb","Trn","5","-","$16,750 p/a","-","-",6,"-"
2000293307,"- -  -","Andrea Piantoni","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000075610,"- -  -","Daniele Dell'Acqua","","-","-","$25,500 p/a","-","-",9,"-"
2000075628,"- -  -","Andrea Sergio Mazza","","-","-","$24,000 p/a","-","-",9,"-"
2000335413,"- -  -","Salvatore Carofilo","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000334671,"- -  -","Cristian Pone","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000138764,"- -  -","Baylin Johnson","","3","-","$39,000 p/a","-","-",6,"-"
2000304535,"- -  -","Jamie Richardson","Trn","-","-","$9,750 p/a","-","-",5,"-"
2000171317,"- -  -","Estevan Gaúcho","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000229138,"- -  -","Massyl Aït Hamouche","Yth","-","-","$5,250 p/a","-","-",4,"-"
2000097999,"- -  -","Kevin Maussi Martins","","-","-","$22,500 p/a","-","-",5,"-"
2000229135,"- -  -","Ben Mamadou Bamba","Yth","-","-","$5,250 p/a","-","-",3,"-"
2000111347,"- -  -","Jakub Vinarcik","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000098009,"- -  -","Tommaso Ricordi","Trn","-","-","$14,250 p/a","-","-",6,"-"
58158856,"- -  -","Rizvan Tashaev","Loa","1","-","$3,300 p/a","-","-",4,"-"
2000334717,"- -  -","Gianmaria Gaudioso","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000219963,"- -  -","Giulio Scuderi","Yth","6","-","$14,250 p/a","-","-",9,"-"
2000294786,"- -  -","Pladi Nzinga-Pambani","Yth","-","-","$3,900 p/a","-","-",10,"-"
2000295057,"- -  -","Aleksandr Lohmatov","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000212301,"- -  -","Jay Mcgarva","","-","-","$19,500 p/a","-","-",4,"-"
2000289187,"- -  -","Cormac Daly","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000116608,"- -  -","Noham Abdellaoui","","-","-","$23,500 p/a","-","-",6,"-"
2000212286,"- -  -","Owen Hastie","","-","-","$19,500 p/a","-","-",3,"-"
2000212281,"- -  -","Jamie Bulloch","","-","-","$19,500 p/a","-","-",5,"-"
2000302991,"- -  -","Davide Bisogno","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000302989,"- -  -","Lorenzo Lombardi","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000269262,"- -  -","Giacomo De Pieri","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000295061,"- -  -","Lorenzo Ressia","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000288692,"- -  -","Trae Payet","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000282531,"- -  -","Gabriele Negri","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000271921,"- -  -","Endris Scaramelli","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000121583,"- -  -","Mike Aidoo","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000295063,"- -  -","Riccardo Anino","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000108042,"- -  -","Charlie Staniland","","-","-","$22,500 p/a","-","-",1,"-"
2000334667,"- -  -","Raul Aromatico","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000264655,"- -  -","Maximilian Ibrahimović","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000292936,"- -  -","Caden Voice","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000265230,"- -  -","Pablo Navarro","","9","-","$16,000 p/a","$80K","-",4,"-"
2000295067,"- -  -","Carlo Carreri","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000302062,"- -  -","Joe Brayson","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000190250,"- -  -","Max Ross","","-","-","$22,500 p/a","-","-",4,"-"
2000330732,"- -  -","Manuel D'Angelo","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000295254,"- -  -","Anis Soubeir","Yth","-","-","$3,900 p/a","-","-",2,"-"
2000290355,"- -  -","Mathys Cal","Yth","-","-","$5,250 p/a","-","-",7,"-"
2000301955,"- -  -","Adrián Valenzuela","","-","-","$16,000 p/a","$130K","-",6,"-"
2000335027,"- -  -","Federico Tocci","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000200448,"- -  -","Alessio Martinez","Yth","-","-","$5,250 p/a","-","-",4,"-"
2000190248,"- -  -","Dylan Wells","","-","-","$22,500 p/a","-","-",1,"-"
2000204609,"- -  -","Mikkel Markdal","","-","-","$11,750 p/a","-","-",5,"-"
2000204673,"- -  -","Andrea Cogoni","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000280376,"- -  -","Cheick Bélem","","-","-","$28,000 p/a","-","-",5,"-"
2000280398,"- -  -","Afonso Lemos","","8","2","$16,750 p/a","-","-",3,"-"
2000280426,"- -  -","Christian Djonda","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000280557,"- -  -","Héraba Gassama","Yth","-","-","$3,900 p/a","-","-",7,"-"
2000184141,"- -  -","Eddy Kouadio","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000184142,"- -  -","Pietro Leonardelli","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000184158,"- -  -","Guilherme Barbosa","","-","-","$38,500 p/a","-","-",5,"-"
2000282541,"- -  -","Artur Fernandes","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000282908,"- -  -","Pavle Sarac","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000184263,"- -  -","Matteo Cichella","Trn","-","-","$14,250 p/a","-","-",1,"-"
2000184264,"- -  -","Leonardo De Franceschi","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000205264,"- -  -","Leo Baude","","-","-","$36,000 p/a","-","-",4,"-"
2000283216,"- -  -","Nuno Patrício","","-","-","$28,000 p/a","-","-",5,"-"
2000184265,"- -  -","Mattia Della Rocca","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000184280,"- -  -","Matteo Plaia","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000283751,"- -  -","Alex Kiš","Yth","-","-","$5,500 p/a","-","-",5,"-"
2000184281,"- -  -","Matteo Obleac","Inj","-","-","$14,250 p/a","-","-",8,"-"
2000284433,"- -  -","Vlad Danciutiu","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000284469,"- -  -","Axel Sandler","Yth","1","-","$14,250 p/a","-","-",3,"-"
2000205332,"- -  -","Radosław Żelezny","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000284482,"- -  -","Dudu","","-","-","$19,500 p/a","-","-",3,"-"
2000284812,"- -  -","Marlon Maranhão","","18","8","$19,500 p/a","-","-",5,"-"
2000284852,"- -  -","David Ovelheiro","","37","14","N/A","-","-",4,"-"
2000205570,"- -  -","Rabby Nzingoula","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000287114,"- -  -","Dani Martín","","-","-","$2,900 p/a","$350K","-",2,"-"
2000287144,"- -  -","Jacopo Orlandi","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000287145,"- -  -","Tommaso Di Francesco","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000287836,"- -  -","Aritz Ortigosa","","-","-","$19,500 p/a","$10.75M","-",5,"-"
2000287938,"- -  -","Naoufel El Hannach","","-","-","$36,000 p/a","-","-",9,"-"
2000205836,"- -  -","Emanuele Granziera","Loa","-","-","$33,500 p/a","-","-",8,"-"
2000287960,"- -  -","Joane Gadou","","-","-","$36,000 p/a","-","-",6,"-"
2000287970,"- -  -","Etienne Michut","Yth","-","-","$3,900 p/a","-","-",2,"-"
2000288084,"- -  -","Alfie Bradshaw","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000116626,"- -  -","Amir Bryson","Yth","-","-","$8,500 p/a","-","-",6,"-"
2000288434,"- -  -","Martim Cunha","Yth","-","-","$3,600 p/a","-","-",5,"-"
2000205844,"- -  -","Richi Agbonifo","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000288691,"- -  -","Ronny Peterson","","9","-","$22,000 p/a","-","-",7,"-"
2000288693,"- -  -","Caio Santana","","4","2","$21,000 p/a","-","-",3,"-"
2000288734,"- -  -","Carlos Ventura","","-","-","$28,000 p/a","-","-",10,"-"
2000288850,"- -  -","Quentin Ndjantou","Yth","-","-","$3,900 p/a","-","-",9,"-"
2000289197,"- -  -","Jenslor Kiese","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000289201,"- -  -","Yoan Akwa","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000289228,"- -  -","Lucas Rosier","Yth","-","-","$3,900 p/a","-","-",7,"-"
2000047607,"- -  -","Leonardo Serrano","","51","3","$19,500 p/a","-","-",6,"-"
2000289513,"- -  -","Ayoub Akabou","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000289867,"- -  -","Melchior Anrich","Yth","-","-","$3,900 p/a","-","-",4,"-"
2000289869,"- -  -","François Mendy","Yth","-","-","$3,900 p/a","-","-",7,"-"
2000290017,"- -  -","Léonardo Lévêque","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000290394,"- -  -","Jules Ouaknine","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000290395,"- -  -","Darris Zema","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000290651,"- -  -","Leonardo Nunes","","-","-","$16,750 p/a","-","-",4,"-"
2000290665,"- -  -","Amadu Hashimi","","-","-","$16,750 p/a","-","-",5,"-"
2000290672,"- -  -","Gabriel Menezes","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000290797,"- -  -","Brindon Espinas","Yth","-","-","$3,900 p/a","-","-",1,"-"
2000205871,"- -  -","Matteo Dutu","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000290800,"- -  -","Enguerrand Bouard","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000290935,"- -  -","Joan Reynaud","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000290936,"- -  -","Gabin Delassus","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000290938,"- -  -","Alban Pezaire","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000290940,"- -  -","Matthew Davis","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000290943,"- -  -","Yacine Dehli","Yth","-","-","$5,250 p/a","-","-",5,"-"
2000290945,"- -  -","Adnan Sahin","Yth","-","-","$5,250 p/a","-","-",7,"-"
2000290947,"- -  -","Tom Auvré","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000290949,"- -  -","Rayane Ali Nasri","Yth","-","-","$3,900 p/a","-","-",6,"-"
2000291034,"- -  -","Martin Kirilov","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000291035,"- -  -","Gioele Bosi","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000291065,"- -  -","Camil Sellami","Yth","-","-","$3,900 p/a","-","-",5,"-"
2000291069,"- -  -","Pierrot Mourton","Yth","-","-","$3,900 p/a","-","-",7,"-"
2000291070,"- -  -","Grace Lalaye","Yth","-","-","$5,250 p/a","-","-",3,"-"
2000205914,"- -  -","Valdes Ngana","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000291071,"- -  -","Antoine Torrent","Yth","-","-","$5,250 p/a","-","-",3,"-"
2000291095,"- -  -","Finlay Hale","","-","-","$27,500 p/a","-","-",5,"-"
2000291098,"- -  -","Robbie Heron","","-","-","$13,750 p/a","-","-",4,"-"
2000291246,"- -  -","Tommaso Gabellini","Yth","-","-","$14,250 p/a","-","-",9,"-"
